"","Measure","Scenario","Period","Strategy","WYear","Value"
"337","FSID and Broken O Shortages","CT","2080s","Add30kAcFt",1993,266.7568803
"338","FSID and Broken O Shortages","CT","2080s","Add30kAcFt",1994,2347.040051
"339","FSID and Broken O Shortages","CT","2080s","Add30kAcFt",1995,741.5797636
"340","FSID and Broken O Shortages","CT","2080s","Add30kAcFt",1996,887.4243127
"341","FSID and Broken O Shortages","CT","2080s","Add30kAcFt",1997,432.4162947
"342","FSID and Broken O Shortages","CT","2080s","Add30kAcFt",1998,12.7338774
"343","FSID and Broken O Shortages","CT","2080s","Add30kAcFt",1999,879.5499368
"344","FSID and Broken O Shortages","CT","2080s","Add30kAcFtIncPSCCap",1951,44.5884056
"345","FSID and Broken O Shortages","CT","2080s","Add30kAcFtIncPSCCap",1952,1273.6059217
"346","FSID and Broken O Shortages","CT","2080s","Add30kAcFtIncPSCCap",1953,1337.5529945
"347","FSID and Broken O Shortages","CT","2080s","Add30kAcFtIncPSCCap",1954,1329.8372962
"348","FSID and Broken O Shortages","CT","2080s","Add30kAcFtIncPSCCap",1955,276.1386934
"349","FSID and Broken O Shortages","CT","2080s","Add30kAcFtIncPSCCap",1956,1.9239659
"350","FSID and Broken O Shortages","CT","2080s","Add30kAcFtIncPSCCap",1957,281.2163766
"351","FSID and Broken O Shortages","CT","2080s","Add30kAcFtIncPSCCap",1958,0
"352","FSID and Broken O Shortages","CT","2080s","Add30kAcFtIncPSCCap",1959,0
"353","FSID and Broken O Shortages","CT","2080s","Add30kAcFtIncPSCCap",1960,1569.7776621
"354","FSID and Broken O Shortages","CT","2080s","Add30kAcFtIncPSCCap",1961,1264.3827862
"355","FSID and Broken O Shortages","CT","2080s","Add30kAcFtIncPSCCap",1962,755.4243842
"356","FSID and Broken O Shortages","CT","2080s","Add30kAcFtIncPSCCap",1963,2232.4549891
"357","FSID and Broken O Shortages","CT","2080s","Add30kAcFtIncPSCCap",1964,2209.2682248
"358","FSID and Broken O Shortages","CT","2080s","Add30kAcFtIncPSCCap",1965,0
"359","FSID and Broken O Shortages","CT","2080s","Add30kAcFtIncPSCCap",1966,506.2212134
"360","FSID and Broken O Shortages","CT","2080s","Add30kAcFtIncPSCCap",1967,1354.1943078
"361","FSID and Broken O Shortages","CT","2080s","Add30kAcFtIncPSCCap",1968,877.288781
"362","FSID and Broken O Shortages","CT","2080s","Add30kAcFtIncPSCCap",1969,814.3136085
"363","FSID and Broken O Shortages","CT","2080s","Add30kAcFtIncPSCCap",1970,1000.3432598
"364","FSID and Broken O Shortages","CT","2080s","Add30kAcFtIncPSCCap",1971,1335.2124999
"365","FSID and Broken O Shortages","CT","2080s","Add30kAcFtIncPSCCap",1972,1387.5761079
"366","FSID and Broken O Shortages","CT","2080s","Add30kAcFtIncPSCCap",1973,17332.8501155
"367","FSID and Broken O Shortages","CT","2080s","Add30kAcFtIncPSCCap",1974,2208.3558286
"368","FSID and Broken O Shortages","CT","2080s","Add30kAcFtIncPSCCap",1975,162.0891684
"369","FSID and Broken O Shortages","CT","2080s","Add30kAcFtIncPSCCap",1976,791.7615546
"370","FSID and Broken O Shortages","CT","2080s","Add30kAcFtIncPSCCap",1977,10732.4569965
"371","FSID and Broken O Shortages","CT","2080s","Add30kAcFtIncPSCCap",1978,53.4148471
"372","FSID and Broken O Shortages","CT","2080s","Add30kAcFtIncPSCCap",1979,1262.1216304
"373","FSID and Broken O Shortages","CT","2080s","Add30kAcFtIncPSCCap",1980,956.9846056
"374","FSID and Broken O Shortages","CT","2080s","Add30kAcFtIncPSCCap",1981,300.8527296
"375","FSID and Broken O Shortages","CT","2080s","Add30kAcFtIncPSCCap",1982,904.7201711
"376","FSID and Broken O Shortages","CT","2080s","Add30kAcFtIncPSCCap",1983,1930.7493674
"377","FSID and Broken O Shortages","CT","2080s","Add30kAcFtIncPSCCap",1984,4303.4753549
"378","FSID and Broken O Shortages","CT","2080s","Add30kAcFtIncPSCCap",1985,5825.3918859
"379","FSID and Broken O Shortages","CT","2080s","Add30kAcFtIncPSCCap",1986,1691.6222242
"380","FSID and Broken O Shortages","CT","2080s","Add30kAcFtIncPSCCap",1987,812.5483202
"381","FSID and Broken O Shortages","CT","2080s","Add30kAcFtIncPSCCap",1988,4493.551285
"382","FSID and Broken O Shortages","CT","2080s","Add30kAcFtIncPSCCap",1989,765.4012383
"383","FSID and Broken O Shortages","CT","2080s","Add30kAcFtIncPSCCap",1990,2291.9590891
"384","FSID and Broken O Shortages","CT","2080s","Add30kAcFtIncPSCCap",1991,1033.6060517
"385","FSID and Broken O Shortages","CT","2080s","Add30kAcFtIncPSCCap",1992,3593.4327643
"386","FSID and Broken O Shortages","CT","2080s","Add30kAcFtIncPSCCap",1993,263.80151
"387","FSID and Broken O Shortages","CT","2080s","Add30kAcFtIncPSCCap",1994,2490.0085686
"388","FSID and Broken O Shortages","CT","2080s","Add30kAcFtIncPSCCap",1995,740.4690204
"389","FSID and Broken O Shortages","CT","2080s","Add30kAcFtIncPSCCap",1996,1055.7415769
"390","FSID and Broken O Shortages","CT","2080s","Add30kAcFtIncPSCCap",1997,430.8295187
"391","FSID and Broken O Shortages","CT","2080s","Add30kAcFtIncPSCCap",1998,12.7338774
"392","FSID and Broken O Shortages","CT","2080s","Add30kAcFtIncPSCCap",1999,1016.0325075
"393","FSID and Broken O Shortages","CT","2080s","Baseline",1951,44.5884056
"394","FSID and Broken O Shortages","CT","2080s","Baseline",1952,1084.3233796
"395","FSID and Broken O Shortages","CT","2080s","Baseline",1953,1235.3646201
"396","FSID and Broken O Shortages","CT","2080s","Baseline",1954,1319.3249052
"397","FSID and Broken O Shortages","CT","2080s","Baseline",1955,210.7040181
"398","FSID and Broken O Shortages","CT","2080s","Baseline",1956,293.8907499
"399","FSID and Broken O Shortages","CT","2080s","Baseline",1957,550.2344127
"400","FSID and Broken O Shortages","CT","2080s","Baseline",1958,90.446232
"401","FSID and Broken O Shortages","CT","2080s","Baseline",1959,0
"402","FSID and Broken O Shortages","CT","2080s","Baseline",1960,1294.2538444
"403","FSID and Broken O Shortages","CT","2080s","Baseline",1961,1218.9414885
"404","FSID and Broken O Shortages","CT","2080s","Baseline",1962,765.024379
"405","FSID and Broken O Shortages","CT","2080s","Baseline",1963,2064.2765678
"406","FSID and Broken O Shortages","CT","2080s","Baseline",1964,2213.2549995
"407","FSID and Broken O Shortages","CT","2080s","Baseline",1965,0
"408","FSID and Broken O Shortages","CT","2080s","Baseline",1966,376.4427713
"409","FSID and Broken O Shortages","CT","2080s","Baseline",1967,1228.4819792
"410","FSID and Broken O Shortages","CT","2080s","Baseline",1968,1205.5927354
"411","FSID and Broken O Shortages","CT","2080s","Baseline",1969,718.5715116
"412","FSID and Broken O Shortages","CT","2080s","Baseline",1970,924.693714
"413","FSID and Broken O Shortages","CT","2080s","Baseline",1971,1486.7892773
"414","FSID and Broken O Shortages","CT","2080s","Baseline",1972,1781.4139111
"415","FSID and Broken O Shortages","CT","2080s","Baseline",1973,18717.4510184
"416","FSID and Broken O Shortages","CT","2080s","Baseline",1974,2088.1377119
"417","FSID and Broken O Shortages","CT","2080s","Baseline",1975,189.5602279
"418","FSID and Broken O Shortages","CT","2080s","Baseline",1976,806.9946042
"419","FSID and Broken O Shortages","CT","2080s","Baseline",1977,12290.1949957
"420","FSID and Broken O Shortages","CT","2080s","Baseline",1978,53.4941859
"421","FSID and Broken O Shortages","CT","2080s","Baseline",1979,1083.8870162
"422","FSID and Broken O Shortages","CT","2080s","Baseline",1980,976.1250911
"423","FSID and Broken O Shortages","CT","2080s","Baseline",1981,454.016283
"424","FSID and Broken O Shortages","CT","2080s","Baseline",1982,867.0144064
"425","FSID and Broken O Shortages","CT","2080s","Baseline",1983,2141.0566915
"426","FSID and Broken O Shortages","CT","2080s","Baseline",1984,6488.2675599
"427","FSID and Broken O Shortages","CT","2080s","Baseline",1985,5278.2913558
"428","FSID and Broken O Shortages","CT","2080s","Baseline",1986,2707.2183683
"429","FSID and Broken O Shortages","CT","2080s","Baseline",1987,803.702044
"430","FSID and Broken O Shortages","CT","2080s","Baseline",1988,6958.2904458
"431","FSID and Broken O Shortages","CT","2080s","Baseline",1989,768.8326414
"432","FSID and Broken O Shortages","CT","2080s","Baseline",1990,2103.0137369
"433","FSID and Broken O Shortages","CT","2080s","Baseline",1991,1039.6754699
"434","FSID and Broken O Shortages","CT","2080s","Baseline",1992,3755.2839163
"435","FSID and Broken O Shortages","CT","2080s","Baseline",1993,270.8824979
"436","FSID and Broken O Shortages","CT","2080s","Baseline",1994,2359.9127713
"437","FSID and Broken O Shortages","CT","2080s","Baseline",1995,756.9913255
"438","FSID and Broken O Shortages","CT","2080s","Baseline",1996,1050.9415795
"439","FSID and Broken O Shortages","CT","2080s","Baseline",1997,442.0757936
"440","FSID and Broken O Shortages","CT","2080s","Baseline",1998,12.7338774
"441","FSID and Broken O Shortages","CT","2080s","Baseline",1999,1509.9958763
"442","FSID and Broken O Shortages","HD","2020s","Add30kAcFt",1951,0
"443","FSID and Broken O Shortages","HD","2020s","Add30kAcFt",1952,10.6115645
"444","FSID and Broken O Shortages","HD","2020s","Add30kAcFt",1953,423.1931592
"445","FSID and Broken O Shortages","HD","2020s","Add30kAcFt",1954,0
"446","FSID and Broken O Shortages","HD","2020s","Add30kAcFt",1955,0
"447","FSID and Broken O Shortages","HD","2020s","Add30kAcFt",1956,0
"448","FSID and Broken O Shortages","HD","2020s","Add30kAcFt",1957,25.388416
"449","FSID and Broken O Shortages","HD","2020s","Add30kAcFt",1958,0
"450","FSID and Broken O Shortages","HD","2020s","Add30kAcFt",1959,0
"451","FSID and Broken O Shortages","HD","2020s","Add30kAcFt",1960,99.6495328
"452","FSID and Broken O Shortages","HD","2020s","Add30kAcFt",1961,623.0674311
"453","FSID and Broken O Shortages","HD","2020s","Add30kAcFt",1962,508.9385673
"454","FSID and Broken O Shortages","HD","2020s","Add30kAcFt",1963,1788.7527501
"455","FSID and Broken O Shortages","HD","2020s","Add30kAcFt",1964,1124.429143
"456","FSID and Broken O Shortages","HD","2020s","Add30kAcFt",1965,0
"457","FSID and Broken O Shortages","HD","2020s","Add30kAcFt",1966,0
"458","FSID and Broken O Shortages","HD","2020s","Add30kAcFt",1967,281.1172031
"459","FSID and Broken O Shortages","HD","2020s","Add30kAcFt",1968,1180.4820052
"460","FSID and Broken O Shortages","HD","2020s","Add30kAcFt",1969,632.1913931
"461","FSID and Broken O Shortages","HD","2020s","Add30kAcFt",1970,715.9731659
"462","FSID and Broken O Shortages","HD","2020s","Add30kAcFt",1971,403.2196163
"463","FSID and Broken O Shortages","HD","2020s","Add30kAcFt",1972,0
"464","FSID and Broken O Shortages","HD","2020s","Add30kAcFt",1973,13721.447113
"465","FSID and Broken O Shortages","HD","2020s","Add30kAcFt",1974,1866.0089066
"466","FSID and Broken O Shortages","HD","2020s","Add30kAcFt",1975,272.6279515
"467","FSID and Broken O Shortages","HD","2020s","Add30kAcFt",1976,47.0479084
"468","FSID and Broken O Shortages","HD","2020s","Add30kAcFt",1977,9685.5021917
"469","FSID and Broken O Shortages","HD","2020s","Add30kAcFt",1978,88.661109
"470","FSID and Broken O Shortages","HD","2020s","Add30kAcFt",1979,341.0378318
"471","FSID and Broken O Shortages","HD","2020s","Add30kAcFt",1980,1397.3347803
"472","FSID and Broken O Shortages","HD","2020s","Add30kAcFt",1981,793.0706448
"473","FSID and Broken O Shortages","HD","2020s","Add30kAcFt",1982,32.9454367
"474","FSID and Broken O Shortages","HD","2020s","Add30kAcFt",1983,1953.0435702
"475","FSID and Broken O Shortages","HD","2020s","Add30kAcFt",1984,7415.3216032
"476","FSID and Broken O Shortages","HD","2020s","Add30kAcFt",1985,6366.1056426
"477","FSID and Broken O Shortages","HD","2020s","Add30kAcFt",1986,722.1615923
"478","FSID and Broken O Shortages","HD","2020s","Add30kAcFt",1987,53.752037
"479","FSID and Broken O Shortages","HD","2020s","Add30kAcFt",1988,2821.5059097
"480","FSID and Broken O Shortages","HD","2020s","Add30kAcFt",1989,643.239321
"481","FSID and Broken O Shortages","HD","2020s","Add30kAcFt",1990,362.8758365
"482","FSID and Broken O Shortages","HD","2020s","Add30kAcFt",1991,166.1751166
"483","FSID and Broken O Shortages","HD","2020s","Add30kAcFt",1992,3176.4478662
"484","FSID and Broken O Shortages","HD","2020s","Add30kAcFt",1993,108.0396109
"485","FSID and Broken O Shortages","HD","2020s","Add30kAcFt",1994,1472.8256485
"486","FSID and Broken O Shortages","HD","2020s","Add30kAcFt",1995,1051.7548022
"487","FSID and Broken O Shortages","HD","2020s","Add30kAcFt",1996,2.6776845
"488","FSID and Broken O Shortages","HD","2020s","Add30kAcFt",1997,566.9550648
"489","FSID and Broken O Shortages","HD","2020s","Add30kAcFt",1998,164.5685059
"490","FSID and Broken O Shortages","HD","2020s","Add30kAcFt",1999,146.3205819
"491","FSID and Broken O Shortages","HD","2020s","Add30kAcFtIncPSCCap",1951,0
"492","FSID and Broken O Shortages","HD","2020s","Add30kAcFtIncPSCCap",1952,45.421463
"493","FSID and Broken O Shortages","HD","2020s","Add30kAcFtIncPSCCap",1953,342.0494015
"494","FSID and Broken O Shortages","HD","2020s","Add30kAcFtIncPSCCap",1954,0
"495","FSID and Broken O Shortages","HD","2020s","Add30kAcFtIncPSCCap",1955,0
"496","FSID and Broken O Shortages","HD","2020s","Add30kAcFtIncPSCCap",1956,0
"497","FSID and Broken O Shortages","HD","2020s","Add30kAcFtIncPSCCap",1957,17.1966849
"498","FSID and Broken O Shortages","HD","2020s","Add30kAcFtIncPSCCap",1958,0
"499","FSID and Broken O Shortages","HD","2020s","Add30kAcFtIncPSCCap",1959,0
"500","FSID and Broken O Shortages","HD","2020s","Add30kAcFtIncPSCCap",1960,225.5007043
"501","FSID and Broken O Shortages","HD","2020s","Add30kAcFtIncPSCCap",1961,619.2194993
"502","FSID and Broken O Shortages","HD","2020s","Add30kAcFtIncPSCCap",1962,489.5600654
"503","FSID and Broken O Shortages","HD","2020s","Add30kAcFtIncPSCCap",1963,2096.2104348
"504","FSID and Broken O Shortages","HD","2020s","Add30kAcFtIncPSCCap",1964,1118.1415431
"505","FSID and Broken O Shortages","HD","2020s","Add30kAcFtIncPSCCap",1965,0
"506","FSID and Broken O Shortages","HD","2020s","Add30kAcFtIncPSCCap",1966,0
"507","FSID and Broken O Shortages","HD","2020s","Add30kAcFtIncPSCCap",1967,379.041117
"508","FSID and Broken O Shortages","HD","2020s","Add30kAcFtIncPSCCap",1968,1209.0638079
"509","FSID and Broken O Shortages","HD","2020s","Add30kAcFtIncPSCCap",1969,618.7037971
"510","FSID and Broken O Shortages","HD","2020s","Add30kAcFtIncPSCCap",1970,787.1202348
"511","FSID and Broken O Shortages","HD","2020s","Add30kAcFtIncPSCCap",1971,745.6657118
"512","FSID and Broken O Shortages","HD","2020s","Add30kAcFtIncPSCCap",1972,28.6413068
"513","FSID and Broken O Shortages","HD","2020s","Add30kAcFtIncPSCCap",1973,14782.7225712
"514","FSID and Broken O Shortages","HD","2020s","Add30kAcFtIncPSCCap",1974,2009.7509775
"515","FSID and Broken O Shortages","HD","2020s","Add30kAcFtIncPSCCap",1975,265.7453106
"516","FSID and Broken O Shortages","HD","2020s","Add30kAcFtIncPSCCap",1976,254.7767215
"517","FSID and Broken O Shortages","HD","2020s","Add30kAcFtIncPSCCap",1977,9529.0262434
"518","FSID and Broken O Shortages","HD","2020s","Add30kAcFtIncPSCCap",1978,88.5817702
"519","FSID and Broken O Shortages","HD","2020s","Add30kAcFtIncPSCCap",1979,313.2295824
"520","FSID and Broken O Shortages","HD","2020s","Add30kAcFtIncPSCCap",1980,1486.0950628
"521","FSID and Broken O Shortages","HD","2020s","Add30kAcFtIncPSCCap",1981,671.2657521
"522","FSID and Broken O Shortages","HD","2020s","Add30kAcFtIncPSCCap",1982,127.537121
"523","FSID and Broken O Shortages","HD","2020s","Add30kAcFtIncPSCCap",1983,2087.9591996
"524","FSID and Broken O Shortages","HD","2020s","Add30kAcFtIncPSCCap",1984,7991.6981505
"525","FSID and Broken O Shortages","HD","2020s","Add30kAcFtIncPSCCap",1985,7377.0009628
"526","FSID and Broken O Shortages","HD","2020s","Add30kAcFtIncPSCCap",1986,878.3598548
"527","FSID and Broken O Shortages","HD","2020s","Add30kAcFtIncPSCCap",1987,96.5156502
"528","FSID and Broken O Shortages","HD","2020s","Add30kAcFtIncPSCCap",1988,2681.3935889
"529","FSID and Broken O Shortages","HD","2020s","Add30kAcFtIncPSCCap",1989,640.2244466
"530","FSID and Broken O Shortages","HD","2020s","Add30kAcFtIncPSCCap",1990,773.9698287
"531","FSID and Broken O Shortages","HD","2020s","Add30kAcFtIncPSCCap",1991,162.1883419
"532","FSID and Broken O Shortages","HD","2020s","Add30kAcFtIncPSCCap",1992,3368.8841256
"533","FSID and Broken O Shortages","HD","2020s","Add30kAcFtIncPSCCap",1993,107.0875453
"534","FSID and Broken O Shortages","HD","2020s","Add30kAcFtIncPSCCap",1994,1581.7974903
"535","FSID and Broken O Shortages","HD","2020s","Add30kAcFtIncPSCCap",1995,1048.7597625
"536","FSID and Broken O Shortages","HD","2020s","Add30kAcFtIncPSCCap",1996,71.3850853
"537","FSID and Broken O Shortages","HD","2020s","Add30kAcFtIncPSCCap",1997,471.9270171
"538","FSID and Broken O Shortages","HD","2020s","Add30kAcFtIncPSCCap",1998,164.5685059
"539","FSID and Broken O Shortages","HD","2020s","Add30kAcFtIncPSCCap",1999,311.9403269
"540","FSID and Broken O Shortages","HD","2020s","Baseline",1951,0
"541","FSID and Broken O Shortages","HD","2020s","Baseline",1952,12.6148692
"542","FSID and Broken O Shortages","HD","2020s","Baseline",1953,654.743447
"543","FSID and Broken O Shortages","HD","2020s","Baseline",1954,333.8576704
"544","FSID and Broken O Shortages","HD","2020s","Baseline",1955,0
"545","FSID and Broken O Shortages","HD","2020s","Baseline",1956,80.7470637
"546","FSID and Broken O Shortages","HD","2020s","Baseline",1957,432.0791048
"547","FSID and Broken O Shortages","HD","2020s","Baseline",1958,0
"548","FSID and Broken O Shortages","HD","2020s","Baseline",1959,0
"549","FSID and Broken O Shortages","HD","2020s","Baseline",1960,109.6263869
"550","FSID and Broken O Shortages","HD","2020s","Baseline",1961,640.8393223
"551","FSID and Broken O Shortages","HD","2020s","Baseline",1962,511.73526
"552","FSID and Broken O Shortages","HD","2020s","Baseline",1963,1678.3329752
"553","FSID and Broken O Shortages","HD","2020s","Baseline",1964,1122.3861689
"554","FSID and Broken O Shortages","HD","2020s","Baseline",1965,0
"555","FSID and Broken O Shortages","HD","2020s","Baseline",1966,0
"556","FSID and Broken O Shortages","HD","2020s","Baseline",1967,307.7552052
"557","FSID and Broken O Shortages","HD","2020s","Baseline",1968,1093.090317
"558","FSID and Broken O Shortages","HD","2020s","Baseline",1969,745.78472
"559","FSID and Broken O Shortages","HD","2020s","Baseline",1970,580.8591895
"560","FSID and Broken O Shortages","HD","2020s","Baseline",1971,193.2494821
"561","FSID and Broken O Shortages","HD","2020s","Baseline",1972,0
"562","FSID and Broken O Shortages","HD","2020s","Baseline",1973,14280.4087937
"563","FSID and Broken O Shortages","HD","2020s","Baseline",1974,1864.3427918
"564","FSID and Broken O Shortages","HD","2020s","Baseline",1975,272.3899351
"565","FSID and Broken O Shortages","HD","2020s","Baseline",1976,38.479318
